date;heure;PA01H;GEN;LOGNES;PA15L;CERGY;NOGENT;A1;DEF;RUR-NO;PA18;OPERA;BOB;RUR_S;RN6;RN2;HAUS;AUT;VITRY;RD934;BASCH;ELYS;RAMBO;BP_EST;TREMB
2020-03-04;7;18;15;17;22;13;21;72;19;17;17;23;29;14;31;41;34;59;27;33;39;39;n/d;55;17
2020-03-04;8;22;18;20;22;20;19;82;25;13;19;34;31;9;41;57;42;57;22;39;40;69;n/d;53;19
2020-03-04;9;32;21;21;29;15;25;106;27;21;25;59;36;7;35;52;47;45;24;28;45;51;n/d;52;21
2020-03-04;10;37;25;24;23;19;24;132;21;23;30;60;30;n/d;36;56;52;56;36;56;57;43;n/d;61;25
2020-03-04;11;35;30;22;21;22;24;95;20;16;32;54;33;n/d;27;50;36;49;25;43;n/d;42;14;57;26
2020-03-04;12;30;23;22;20;11;23;72;21;11;26;43;22;9;23;37;30;42;20;29;n/d;41;10;37;26
2020-03-04;13;26;18;18;14;11;15;75;16;10;19;30;15;15;18;32;29;44;15;23;23;29;13;28;17
2020-03-04;14;25;15;12;16;8;10;83;13;12;17;26;18;10;27;36;26;44;13;12;28;30;9;35;12
2020-03-04;15;n/d;15;12;12;5;11;33;12;7;15;31;15;5;32;24;24;20;11;61;18;11;6;25;13
2020-03-04;16;n/d;11;9;13;6;8;32;10;5;14;26;11;5;13;14;16;15;8;49;14;14;5;20;12
2020-03-04;17;14;9;8;9;8;8;26;10;8;11;19;10;6;13;14;9;17;6;11;13;11;8;22;10
2020-03-04;18;14;8;8;7;6;6;28;9;10;9;11;9;3;16;15;14;16;7;12;11;14;5;16;9
2020-03-04;19;13;11;9;8;6;12;27;12;7;10;11;7;2;12;17;12;15;7;13;13;11;3;20;10
2020-03-04;20;15;9;8;7;9;11;24;10;5;10;14;9;3;12;14;14;12;6;11;14;14;6;19;11
2020-03-04;21;15;8;9;6;11;8;30;6;5;12;17;8;7;10;13;15;10;9;10;17;11;7;15;9
2020-03-04;22;15;9;8;13;12;10;29;9;6;12;12;8;9;11;18;16;14;11;8;18;18;11;18;8
2020-03-04;23;20;12;9;12;16;16;30;12;16;15;18;19;14;14;21;16;14;17;7;28;20;16;28;8
2020-03-04;24;26;15;14;19;14;20;36;17;20;21;21;24;14;21;25;22;22;17;7;26;22;15;33;16
2020-03-05;1;27;18;20;19;17;22;28;23;26;25;28;26;14;16;24;25;27;21;16;24;28;27;29;23
2020-03-05;2;25;25;23;21;22;22;29;n/d;29;24;27;21;12;17;20;21;24;16;16;20;20;12;24;26
2020-03-05;3;21;21;17;16;18;13;23;n/d;23;22;21;20;8;10;12;17;20;20;13;18;16;9;22;23
2020-03-05;4;19;18;16;9;19;15;40;15;17;18;19;14;8;11;12;16;11;14;12;14;13;5;25;20
2020-03-05;5;16;15;12;10;11;13;34;10;12;13;18;10;5;10;18;11;14;9;9;14;10;2;33;15
2020-03-05;6;10;11;7;7;9;7;29;5;8;9;13;9;2;9;14;9;11;7;5;9;7;1;24;10
2020-03-05;7;10;9;5;5;7;6;20;8;3;6;5;n/d;0;10;15;12;11;5;6;14;10;1;18;6
2020-03-05;8;10;9;5;8;5;6;23;9;1;5;17;n/d;0;10;12;14;9;6;5;10;9;1;10;7
2020-03-05;9;8;7;4;8;5;6;17;10;7;6;14;9;1;13;n/d;16;8;7;4;8;13;1;17;4
2020-03-05;10;10;6;3;6;3;7;30;9;5;5;21;8;0;16;19;18;23;6;3;14;15;0;16;3
2020-03-05;11;11;9;6;11;6;6;38;6;5;5;n/d;6;0;13;12;21;22;7;12;10;19;1;28;5
2020-03-05;12;14;17;6;11;7;7;33;6;4;7;18;10;2;15;20;21;13;8;11;17;14;3;22;5
2020-03-05;13;14;17;4;7;6;13;41;3;3;10;23;n/d;1;9;19;18;21;5;7;17;15;6;21;4
2020-03-05;14;18;8;5;7;11;9;28;8;9;8;20;n/d;1;11;17;14;17;6;3;12;17;12;12;5
2020-03-05;15;20;8;8;7;7;6;23;10;7;10;25;8;5;11;13;12;18;7;6;11;14;7;10;9
2020-03-05;16;18;9;11;9;4;8;33;6;7;8;25;6;5;9;13;15;22;7;7;14;17;4;17;7
2020-03-05;17;15;5;10;10;6;4;23;8;5;9;17;6;2;11;14;12;13;6;10;11;9;4;21;7
2020-03-05;18;11;9;4;6;10;4;30;7;6;8;16;9;5;14;13;14;16;5;6;6;13;3;10;6
2020-03-05;19;8;7;3;6;8;3;17;10;4;6;10;9;4;11;9;8;12;6;1;3;8;n/d;10;6
2020-03-05;20;7;4;4;4;8;3;22;6;4;6;11;6;2;9;6;9;15;5;2;2;8;n/d;7;5
2020-03-05;21;8;5;5;4;8;2;22;9;7;7;6;8;1;8;7;12;14;12;0;5;10;9;7;6
2020-03-05;22;9;5;7;6;8;6;13;14;6;8;10;7;2;10;5;9;11;8;7;4;7;6;7;7
2020-03-05;23;8;3;2;6;7;2;12;10;4;6;11;5;3;8;6;11;8;6;5;2;9;7;5;4
2020-03-05;24;7;4;3;5;4;0;14;10;1;6;14;5;5;6;4;10;9;7;1;2;8;5;5;3
2020-03-06;1;5;3;3;4;6;0;8;9;2;4;3;6;4;7;2;11;n/d;5;0;3;7;6;4;3
2020-03-06;2;4;3;2;4;5;0;7;8;6;4;5;4;8;6;5;18;5;5;0;0;3;8;8;3
2020-03-06;3;5;4;3;5;6;2;13;10;7;5;5;2;9;6;3;8;7;6;3;0;3;12;7;4
2020-03-06;4;7;5;3;7;6;2;12;13;9;5;5;3;9;12;2;6;10;6;2;4;6;10;5;4
2020-03-06;5;9;7;5;10;9;4;19;14;11;7;7;4;9;17;5;10;21;14;5;13;12;10;13;4
2020-03-06;6;14;9;8;13;13;7;35;15;19;10;15;13;8;17;12;14;23;12;7;16;18;12;14;8
2020-03-06;7;19;12;12;15;17;11;40;22;19;15;26;17;8;24;16;21;28;19;7;16;27;13;18;13
2020-03-06;8;22;16;16;24;20;17;46;32;19;19;28;18;14;15;24;27;26;17;18;16;33;9;19;18
2020-03-06;9;26;20;20;14;20;19;n/d;37;14;22;36;18;13;28;26;34;38;21;14;26;36;13;16;18
2020-03-06;10;33;21;21;22;21;21;n/d;35;23;24;32;23;14;24;33;29;43;23;19;30;35;13;25;20
2020-03-06;11;31;23;20;26;16;19;n/d;35;20;23;35;25;11;25;30;30;46;18;19;26;42;9;28;19
2020-03-06;12;25;20;19;24;14;19;52;32;17;25;38;15;15;22;21;28;46;22;23;25;36;11;32;16
2020-03-06;13;23;17;18;25;18;17;38;26;17;21;22;17;15;19;28;25;36;14;17;21;27;11;15;16
2020-03-06;14;28;21;13;21;16;18;40;24;4;22;22;13;10;18;22;26;35;18;15;18;27;9;22;15
2020-03-06;15;25;19;14;18;15;16;44;22;12;21;32;17;11;22;17;16;29;16;19;23;26;9;21;15
2020-03-06;16;20;16;12;19;16;12;33;20;16;18;29;9;12;14;18;22;31;13;23;19;23;9;17;13
2020-03-06;17;18;15;12;16;18;12;36;18;18;16;23;13;10;16;18;22;33;13;27;20;25;11;17;13
2020-03-06;18;20;16;13;17;21;14;32;24;16;18;25;18;9;24;24;19;31;17;33;14;33;17;22;15
2020-03-06;19;21;21;15;15;25;15;37;23;19;20;29;23;12;28;24;22;40;19;33;27;28;12;21;19
2020-03-06;20;21;23;21;21;26;16;39;23;16;23;33;23;15;39;26;29;47;19;45;30;34;18;21;20
2020-03-06;21;27;24;24;19;26;20;39;22;17;25;38;31;18;36;25;24;57;22;53;29;34;14;25;26
2020-03-06;22;25;29;33;25;19;21;66;26;17;26;24;29;15;44;29;27;49;22;57;28;30;13;28;28
2020-03-06;23;22;34;35;22;20;22;74;26;25;28;21;31;13;41;36;25;51;24;29;27;27;15;22;30
2020-03-06;24;19;32;30;18;23;22;63;31;23;25;32;30;15;44;32;23;41;24;39;25;31;14;24;32
2020-03-07;1;23;35;35;24;22;20;59;31;29;25;28;33;15;38;32;31;44;25;39;27;31;17;27;32
2020-03-07;2;28;44;30;26;23;22;47;29;21;30;26;39;12;30;38;33;52;26;36;29;31;17;24;36
2020-03-07;3;29;42;27;22;23;25;70;26;25;30;30;38;9;31;38;26;44;18;25;23;34;16;23;36
2020-03-07;4;26;33;25;22;23;24;58;22;22;27;28;33;8;34;27;34;43;20;28;21;24;10;24;36
2020-03-07;5;26;28;24;18;22;22;60;22;23;26;27;30;9;35;36;25;36;20;35;26;33;9;23;32
2020-03-07;6;25;25;28;20;20;25;62;21;18;24;30;30;8;32;34;31;40;24;37;24;29;13;35;34
2020-03-07;7;25;24;31;18;21;31;68;18;15;23;34;49;8;41;34;29;43;22;42;34;33;13;46;34
2020-03-07;8;23;28;32;16;15;31;80;19;10;23;29;34;11;35;36;26;51;22;36;24;25;9;44;36
2020-03-07;9;20;24;32;16;19;33;60;17;9;23;24;21;9;31;20;26;34;22;50;24;24;8;19;37
2020-03-07;10;21;21;29;17;12;24;78;14;10;20;23;19;10;30;24;19;34;15;38;19;15;6;20;31
2020-03-07;11;18;13;24;11;12;15;45;13;13;14;33;13;10;23;20;24;29;14;24;20;16;9;17;21
2020-03-07;12;13;11;19;8;11;12;37;12;9;11;24;11;11;27;15;20;28;12;25;15;14;14;20;18
2020-03-07;13;13;10;12;5;12;10;40;10;9;11;19;12;9;20;15;15;29;8;16;22;19;9;20;13
2020-03-07;14;12;11;7;9;10;7;39;11;12;10;11;10;n/d;17;15;16;28;8;11;17;12;6;12;10
2020-03-07;15;12;7;7;7;12;7;39;10;10;4;19;7;n/d;13;12;16;31;9;15;19;16;7;19;9
2020-03-07;16;13;9;8;9;9;6;45;10;13;8;9;12;6;21;11;18;30;10;16;15;17;12;13;9
2020-03-07;17;17;8;8;9;14;7;47;11;14;11;17;11;8;20;20;25;30;10;9;18;21;13;15;11
2020-03-07;18;18;11;11;9;13;6;49;14;17;12;19;16;15;22;22;23;33;13;13;21;26;12;22;13
2020-03-07;19;18;13;13;15;19;11;43;16;24;14;11;18;10;29;29;26;35;14;20;21;28;12;31;15
2020-03-07;20;24;17;16;25;18;12;39;18;21;17;17;21;14;28;31;29;31;17;15;30;29;21;37;17
2020-03-07;21;29;17;18;17;20;16;41;17;17;21;16;22;12;28;38;25;30;16;14;28;28;21;45;19
2020-03-07;22;24;18;19;18;19;16;48;17;18;21;26;20;10;18;37;23;23;17;15;25;22;18;29;22
2020-03-07;23;23;19;19;18;22;17;38;18;22;21;27;21;11;22;33;29;31;21;17;24;26;17;29;21
2020-03-07;24;22;21;18;20;19;15;40;18;21;21;28;23;14;14;32;29;29;19;17;23;27;19;29;19
2020-03-08;1;21;18;17;20;15;15;37;18;18;20;24;23;13;13;22;23;28;15;11;20;29;13;24;21
2020-03-08;2;19;17;17;14;19;16;28;18;18;19;22;15;14;15;18;22;21;11;12;21;27;14;26;19
2020-03-08;3;17;16;16;17;14;14;23;16;17;17;18;18;14;17;19;19;19;10;10;18;21;15;23;16
2020-03-08;4;19;16;14;17;12;15;31;18;15;15;18;14;10;16;17;18;19;18;11;18;22;14;22;18
2020-03-08;5;18;13;13;17;16;12;26;15;15;14;16;13;11;11;17;12;16;18;13;21;20;12;22;15
2020-03-08;6;17;13;13;15;12;13;24;15;16;15;14;13;13;11;21;12;19;16;11;15;16;15;18;13
2020-03-08;7;17;12;16;14;15;14;27;15;15;16;19;16;14;19;19;18;18;13;13;24;17;11;23;13
2020-03-08;8;16;15;14;15;12;11;29;13;8;15;23;15;11;17;21;11;18;15;15;17;20;14;19;13
2020-03-08;9;16;16;15;15;13;11;30;13;18;15;24;17;13;19;24;17;21;16;16;19;21;15;16;14
2020-03-08;10;23;16;15;11;11;13;26;16;10;13;21;18;11;21;20;18;18;13;15;21;19;13;24;15
2020-03-08;11;17;15;13;16;9;12;31;14;7;13;24;15;12;17;23;15;18;13;14;19;21;15;26;14
2020-03-08;12;16;12;13;11;8;11;34;11;9;14;16;14;9;19;17;12;20;11;12;15;18;14;18;14
2020-03-08;13;18;9;11;13;6;9;32;13;10;14;21;13;9;16;18;14;19;14;11;19;21;13;22;14
2020-03-08;14;18;8;10;14;8;11;37;13;7;14;22;10;13;15;19;15;17;13;7;14;13;8;21;12
2020-03-08;15;14;8;10;10;6;10;27;8;10;11;18;9;9;13;18;14;21;11;5;9;14;4;18;12
2020-03-08;16;n/d;n/d;6;9;8;5;26;9;6;10;22;8;6;14;6;10;18;8;8;6;8;4;10;9
2020-03-08;17;n/d;n/d;8;11;8;7;32;9;6;9;n/d;6;5;11;11;9;18;7;6;12;7;8;10;5
2020-03-08;18;11;11;8;11;7;9;41;9;6;7;9;6;7;10;13;11;23;11;5;16;9;6;22;9
2020-03-08;19;12;11;9;10;8;13;40;10;6;12;19;9;7;16;13;12;28;12;5;13;12;5;24;12
2020-03-08;20;12;11;11;9;8;21;33;9;9;15;29;16;5;21;17;11;23;12;6;17;16;9;28;17
2020-03-08;21;14;13;15;9;8;22;29;9;7;13;19;10;6;20;8;13;18;12;9;13;13;7;12;20
2020-03-08;22;11;12;18;8;11;14;38;7;9;11;18;n/d;4;7;8;14;15;9;12;8;12;6;12;20
2020-03-08;23;8;10;14;7;10;11;27;7;8;10;16;n/d;2;9;10;9;16;8;10;15;16;10;11;12
2020-03-08;24;10;9;10;11;9;8;19;6;8;10;19;12;3;9;9;10;n/d;8;7;10;15;5;10;12
2020-03-09;1;9;6;8;9;7;6;18;6;8;8;16;12;4;9;8;10;10;5;4;7;5;4;8;11
2020-03-09;2;8;6;8;6;7;6;17;6;10;7;11;7;5;10;5;10;10;9;3;5;11;7;8;11
2020-03-09;3;8;6;6;6;6;2;19;7;11;7;12;10;7;9;6;6;9;11;0;5;13;11;13;9
2020-03-09;4;9;6;7;12;9;3;23;6;12;7;9;8;7;15;9;9;13;9;9;11;11;9;10;8
2020-03-09;5;13;8;7;12;n/d;6;31;8;7;8;10;9;8;10;8;9;19;11;7;11;14;7;11;9
2020-03-09;6;11;9;9;12;9;7;n/d;8;8;9;14;12;9;15;11;19;29;12;5;11;14;8;16;11
2020-03-09;7;n/d;9;11;13;12;7;n/d;10;13;11;11;13;10;24;19;21;33;12;7;21;22;11;17;12
2020-03-09;8;n/d;13;14;18;14;12;n/d;14;14;13;23;17;11;25;22;22;25;18;12;25;34;13;16;13
2020-03-09;9;n/d;15;16;22;12;15;n/d;15;16;16;35;21;11;32;19;26;23;18;15;17;25;10;19;16
2020-03-09;10;n/d;15;17;23;10;14;n/d;19;14;16;36;13;19;29;17;20;33;20;29;24;24;20;17;15
2020-03-09;11;n/d;16;14;26;16;15;39;22;17;17;43;16;19;25;22;24;38;18;19;25;30;24;19;13
2020-03-09;12;n/d;12;13;26;13;15;34;28;19;13;37;8;11;21;14;17;36;15;20;19;15;21;17;12
2020-03-09;13;n/d;12;13;22;14;10;32;15;13;14;28;16;19;29;16;33;28;18;12;23;24;15;21;13
2020-03-09;14;n/d;14;13;21;25;17;43;15;12;16;31;9;12;16;19;23;40;19;15;16;28;13;16;12
2020-03-09;15;n/d;17;10;22;14;13;n/d;24;15;16;36;17;15;25;39;28;32;19;19;24;32;15;19;16
2020-03-09;16;n/d;16;14;21;15;13;n/d;26;11;20;39;14;13;24;20;24;39;18;17;19;28;17;17;17
2020-03-09;17;n/d;16;15;22;15;14;n/d;20;20;17;28;19;14;32;22;26;43;18;27;29;30;16;24;18
2020-03-09;18;n/d;19;18;16;22;16;n/d;17;13;18;32;17;13;30;19;29;44;19;28;20;36;17;21;18
2020-03-09;19;n/d;18;22;19;12;15;n/d;21;17;19;28;18;12;30;18;31;45;20;19;28;34;17;28;21
2020-03-09;20;n/d;17;21;21;15;15;n/d;21;15;21;23;22;9;24;25;26;36;20;12;28;25;20;31;21
2020-03-09;21;n/d;17;19;16;14;18;37;20;17;21;25;18;13;21;17;22;29;12;17;23;20;10;20;25
2020-03-09;22;n/d;18;18;11;10;15;28;15;10;13;15;10;12;21;14;16;17;11;16;14;16;8;19;17
2020-03-09;23;n/d;11;15;8;8;10;19;8;5;7;13;7;12;17;10;11;9;11;11;13;10;8;15;9
2020-03-09;24;n/d;7;11;5;7;9;11;8;2;9;11;10;8;9;9;9;8;8;8;8;7;7;16;9
2020-03-10;1;n/d;5;7;5;5;3;9;6;3;7;6;6;3;7;5;5;8;8;5;5;5;6;7;10
2020-03-10;2;n/d;n/d;3;4;4;3;8;6;4;6;5;n/d;3;7;2;3;4;5;3;3;3;4;11;4
2020-03-10;3;n/d;n/d;4;3;3;3;12;1;6;1;3;n/d;2;6;2;3;4;3;2;3;2;3;7;3
2020-03-10;4;n/d;2;6;5;2;2;9;2;5;3;7;n/d;4;5;2;3;5;3;1;3;7;1;6;3
2020-03-10;5;n/d;4;3;4;2;4;13;2;3;2;2;3;4;9;1;4;6;5;0;7;6;0;7;3
2020-03-10;6;n/d;2;2;2;5;4;29;2;5;2;3;4;2;7;3;10;16;10;0;7;4;3;11;3
2020-03-10;7;n/d;1;4;4;5;2;21;2;5;3;12;4;1;14;3;8;12;6;1;5;6;4;8;6
2020-03-10;8;n/d;3;5;4;4;0;26;2;4;3;18;8;n/d;12;4;7;10;5;0;10;14;2;7;5
2020-03-10;9;n/d;3;7;5;3;2;22;4;4;5;30;10;n/d;10;6;11;10;5;0;8;16;0;8;4
2020-03-10;10;n/d;5;6;5;4;3;n/d;6;5;5;29;9;4;10;6;16;22;3;0;7;17;5;8;4
2020-03-10;11;n/d;4;5;6;6;3;n/d;n/d;3;5;25;6;5;13;9;16;25;6;4;9;26;6;8;5
2020-03-10;12;8;3;7;6;7;1;n/d;n/d;3;5;36;6;2;11;11;17;30;8;5;9;22;2;13;5
2020-03-10;13;10;n/d;7;7;6;2;n/d;5;5;5;16;5;1;19;11;20;27;6;3;7;21;1;13;6
2020-03-10;14;11;3;7;7;3;3;n/d;2;6;6;33;8;0;17;8;20;30;6;6;10;25;2;10;7
2020-03-10;15;11;3;6;9;4;2;n/d;6;4;5;35;8;1;17;6;16;36;6;2;10;23;4;8;8
2020-03-10;16;10;3;6;9;4;n/d;n/d;9;4;6;36;7;2;18;11;20;32;4;0;10;23;6;11;6
2020-03-10;17;9;4;7;7;6;3;n/d;8;5;5;23;7;3;24;11;18;29;5;2;10;16;6;9;7
2020-03-10;18;10;4;7;7;5;9;38;5;2;4;12;7;2;17;9;16;23;4;4;13;14;3;8;8
2020-03-10;19;8;4;6;7;4;14;29;8;3;4;16;6;1;12;6;16;23;7;3;14;11;2;8;7
2020-03-10;20;7;5;6;7;5;5;34;8;4;4;19;9;2;15;6;13;19;6;5;13;15;3;13;7
2020-03-10;21;12;4;4;6;7;3;21;8;3;5;14;9;3;10;6;12;15;5;5;14;9;4;8;5
2020-03-10;22;10;2;5;4;6;5;23;5;5;7;22;7;5;11;7;9;14;3;3;11;8;3;6;5
2020-03-10;23;8;2;6;5;7;4;21;6;4;7;14;5;3;7;6;8;10;4;2;10;6;2;9;5
2020-03-10;24;8;3;4;6;5;2;15;4;4;4;18;3;3;6;5;8;6;9;1;9;9;7;9;3
2020-03-11;1;8;3;2;5;5;4;19;4;4;3;10;7;3;7;3;8;8;6;6;6;6;8;7;4
2020-03-11;2;6;5;3;4;7;3;13;4;6;3;7;6;3;7;2;6;7;n/d;7;6;6;7;6;6
2020-03-11;3;7;2;5;6;6;1;13;4;8;5;6;7;1;5;5;7;7;4;5;7;5;5;5;5
2020-03-11;4;5;2;5;7;5;2;20;5;7;4;7;7;0;8;5;11;9;6;4;6;5;3;7;6
2020-03-11;5;5;2;3;5;5;3;28;5;5;2;11;6;4;11;4;9;13;4;1;11;6;4;7;3
2020-03-11;6;6;3;5;4;3;1;31;4;4;4;11;9;4;9;6;7;27;8;1;11;12;2;10;4
2020-03-11;7;8;5;5;8;2;5;43;6;6;3;8;8;3;12;10;14;30;7;3;11;17;0;11;6
2020-03-11;8;9;6;5;8;5;4;46;8;4;5;19;10;3;11;10;13;22;7;3;17;22;4;10;9
2020-03-11;9;15;7;3;6;6;5;45;10;6;7;25;12;2;14;10;17;29;9;7;16;25;14;12;10
2020-03-11;10;16;8;6;9;5;7;60;9;8;7;27;11;6;24;17;18;38;11;6;14;21;8;14;13
2020-03-11;11;15;8;16;16;3;7;61;9;12;10;28;17;4;17;15;21;31;8;7;17;23;10;20;12
2020-03-11;12;14;9;10;14;4;8;51;10;10;8;26;15;1;12;13;19;36;10;10;15;25;9;31;11
2020-03-11;13;13;9;8;13;9;6;58;10;9;9;24;15;2;n/d;16;24;30;10;7;16;26;9;12;12
2020-03-11;14;13;7;8;13;8;4;55;9;5;9;39;14;7;16;15;20;33;13;6;15;29;8;15;16
2020-03-11;15;16;6;8;10;8;5;53;11;3;7;27;10;7;n/d;14;14;30;12;11;14;35;9;16;12
2020-03-11;16;14;9;9;9;8;6;41;16;5;9;31;11;7;n/d;17;16;24;11;7;17;27;9;15;14
2020-03-11;17;13;9;7;14;9;6;52;15;11;10;23;12;6;n/d;14;22;25;10;8;15;20;10;19;13
2020-03-11;18;12;10;8;10;8;10;36;10;9;11;24;8;4;15;12;21;30;10;11;18;22;13;14;12
2020-03-11;19;17;9;9;12;9;8;29;13;8;11;29;17;4;15;21;20;52;8;14;22;22;10;23;13
2020-03-11;20;19;9;6;12;12;7;34;11;8;12;32;8;5;13;23;20;32;5;8;21;18;6;15;11
2020-03-11;21;15;7;6;10;10;8;28;8;12;9;23;7;8;11;11;12;20;7;5;17;15;6;13;9
2020-03-11;22;15;8;6;9;14;6;34;9;9;8;16;9;7;11;12;10;20;9;7;17;16;8;12;9
2020-03-11;23;12;8;8;10;10;7;30;10;11;10;17;13;6;10;11;12;20;9;6;18;19;8;26;10
2020-03-11;24;12;7;8;12;9;5;21;7;10;7;26;12;6;14;8;14;21;8;4;16;16;6;40;9
2020-03-12;1;11;7;6;9;8;6;18;7;12;4;17;11;4;9;6;10;14;7;5;10;11;12;13;8
2020-03-12;2;7;6;6;7;6;3;11;6;12;8;10;8;2;6;4;8;12;5;3;8;9;8;9;7
2020-03-12;3;7;6;4;7;8;0;11;3;8;7;7;5;0;8;5;7;11;5;4;8;8;5;7;6
2020-03-12;4;6;5;5;5;6;2;17;6;7;6;8;3;5;8;4;8;9;8;5;9;9;7;9;7
2020-03-12;5;10;4;4;3;5;4;23;9;5;5;10;3;5;9;2;8;12;4;3;6;6;5;6;7
2020-03-12;6;6;3;2;7;4;4;31;6;7;n/d;10;9;3;8;4;11;20;7;2;6;10;3;8;4
2020-03-12;7;4;5;6;11;9;5;n/d;9;8;6;6;8;4;12;8;12;21;9;2;8;11;4;6;4
2020-03-12;8;10;7;6;12;11;3;n/d;18;10;8;14;9;5;17;12;15;21;8;6;11;16;6;8;7
2020-03-12;9;17;11;8;18;12;8;n/d;n/d;11;12;20;16;7;8;19;22;28;14;8;17;24;10;11;11
2020-03-12;10;24;13;12;16;14;11;n/d;n/d;15;12;16;16;8;8;23;17;28;11;8;17;25;6;14;13
2020-03-12;11;17;14;11;18;18;12;n/d;n/d;14;16;32;14;7;8;17;24;47;12;21;19;33;5;14;13
2020-03-12;12;13;14;14;16;13;12;58;n/d;11;16;35;11;6;18;20;25;42;16;18;20;25;16;15;16
2020-03-12;13;14;18;14;17;14;12;57;n/d;13;n/d;25;16;6;24;18;31;46;16;9;23;26;17;17;16
2020-03-12;14;24;15;16;20;9;12;62;n/d;10;n/d;26;16;5;19;19;27;50;16;19;19;30;11;21;19
2020-03-12;15;23;12;13;21;14;11;54;n/d;12;n/d;41;9;6;23;19;23;48;14;21;n/d;27;9;17;17
2020-03-12;16;21;12;13;22;11;11;45;n/d;14;13;21;13;7;24;17;24;41;14;19;14;21;13;16;18
2020-03-12;17;16;13;12;19;14;7;44;n/d;13;13;24;16;12;25;16;20;39;14;17;11;25;10;15;16
2020-03-12;18;13;10;12;13;12;8;33;n/d;10;11;23;7;12;24;15;19;39;12;22;12;19;8;15;17
2020-03-12;19;15;11;11;12;12;6;37;n/d;15;11;26;14;9;25;14;24;33;10;17;21;24;10;16;15
2020-03-12;20;17;12;11;10;13;8;36;n/d;12;13;18;13;8;24;17;19;41;11;19;16;22;6;14;16
2020-03-12;21;13;13;12;13;14;9;40;13;9;16;16;10;10;15;12;24;37;16;11;16;20;11;16;17
2020-03-12;22;16;13;14;21;18;9;28;15;15;15;15;18;6;14;17;22;33;18;13;18;20;15;24;17
2020-03-12;23;18;14;13;14;18;13;36;15;21;17;24;20;10;18;20;24;40;21;15;21;26;20;25;14
2020-03-12;24;19;17;17;18;17;16;31;15;20;19;23;22;11;16;22;25;29;21;12;20;25;18;23;15
2020-03-13;1;23;17;18;24;19;14;32;17;16;20;21;22;16;25;21;25;24;20;14;19;24;25;20;17
2020-03-13;2;24;17;18;19;14;14;33;17;17;18;21;16;13;16;19;21;28;17;18;19;19;17;24;16
2020-03-13;3;18;17;17;12;16;17;30;18;12;18;20;16;13;14;13;19;25;18;14;13;19;9;20;16
2020-03-13;4;17;17;16;21;16;14;32;15;17;17;18;17;12;14;21;18;30;17;12;24;16;12;19;17
2020-03-13;5;24;14;16;13;16;13;44;15;9;15;21;17;9;20;17;20;43;18;15;21;21;14;23;17
2020-03-13;6;26;15;16;20;14;14;n/d;13;13;14;21;17;12;21;17;28;44;21;16;25;23;13;21;19
2020-03-13;7;18;15;20;22;16;18;94;18;19;18;27;22;13;28;27;25;50;21;33;26;30;16;26;21
2020-03-13;8;22;19;29;20;20;19;60;24;20;19;41;25;11;32;26;37;45;24;21;29;39;21;31;25
2020-03-13;9;23;21;31;27;17;21;73;27;15;21;38;24;16;34;29;32;46;22;22;28;38;18;37;28
2020-03-13;10;29;21;26;24;17;25;76;26;14;22;40;27;21;31;31;34;54;24;27;25;39;18;26;26
2020-03-13;11;33;22;26;25;21;25;85;24;15;25;40;23;21;29;27;29;55;24;18;28;39;18;23;23
2020-03-13;12;28;18;24;23;16;24;58;22;17;23;34;27;17;32;26;28;51;19;21;26;30;19;17;25
2020-03-13;13;14;18;19;22;15;19;64;18;22;23;28;21;15;21;18;31;44;21;19;22;24;14;21;20
2020-03-13;14;19;17;17;21;17;15;66;19;31;22;40;24;13;22;30;28;39;22;19;21;29;11;24;n/d
2020-03-13;15;15;17;17;18;12;15;56;19;15;17;40;17;17;25;28;19;37;21;27;17;37;12;32;21
2020-03-13;16;19;15;16;18;12;12;51;17;13;16;23;17;19;21;33;22;43;13;17;25;23;13;16;18
2020-03-13;17;19;14;15;18;17;13;51;15;29;16;32;19;15;25;43;19;39;15;33;19;26;17;16;16
2020-03-13;18;20;16;17;19;17;14;60;20;14;15;31;14;17;29;26;26;48;16;16;25;29;13;21;20
2020-03-13;19;19;16;20;13;21;13;56;26;17;15;28;19;19;31;28;25;46;21;37;23;33;21;22;29
2020-03-13;20;20;17;22;23;20;16;43;24;15;18;22;17;16;39;27;30;42;24;42;32;32;26;48;25
2020-03-13;21;24;18;24;20;23;22;43;22;20;20;17;20;18;44;21;25;50;29;29;43;27;24;53;24
2020-03-13;22;28;19;29;19;29;25;46;19;23;20;36;23;13;48;24;24;42;30;37;36;29;22;37;27
2020-03-13;23;31;20;32;21;24;29;57;19;15;20;31;20;20;31;36;30;57;27;33;33;30;17;51;28
2020-03-13;24;25;18;32;16;11;28;33;17;9;17;30;15;18;28;17;24;35;32;35;28;17;17;32;29
2020-03-14;1;12;19;31;18;14;26;26;18;13;17;17;12;12;25;15;19;31;22;21;18;26;24;23;23
2020-03-14;2;26;18;27;12;12;12;26;15;9;18;19;13;9;22;20;17;43;15;21;22;24;9;23;14
2020-03-14;3;18;16;27;14;9;10;36;13;11;16;22;19;6;13;24;17;25;15;7;18;18;5;17;15
2020-03-14;4;16;13;19;11;11;12;30;13;11;13;16;12;5;10;11;10;25;9;15;18;14;4;25;16
2020-03-14;5;7;9;13;9;9;9;34;10;9;9;14;13;5;15;19;10;15;8;13;17;14;5;22;12
